row_type,run_id,dataset_tag,driver_id_hash,source_file_hash,line_no,step,action,wait_reason,query_k,query_minutes,returned_count,actionable_after_query,positive_net_count,missed_window_risk,top_candidate_expired_or_unreachable_count,query_minutes_per_positive_candidate,query_reward,preference_deadline_risk,best_order_net,best_order_per_hour,best_take_id_hash,best_take_delta_official_net_estimate,best_reposition_delta_estimate,contributes_continuous_rest,contributes_full_rest_day,contributes_appointment,contributes_market_timing,contributes_endgame_safety,wait_lock_bug,top20_take_hashes,hard_filter_reasons,reposition_value,qwen_compile_calls
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,43,43,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,45,41,53,53,0.24,1240.31,17.35,1255.31,34.1,a0bf71886ffa,-34454.35,0.0,False,False,False,False,False,False,a0bf71886ffa;79d7f967722d;2330a25ec883;fa2a18585b06;1367865078cb;d0af83d3b684;1fa2bd8e484a;27993b0d810f;25a708e76bd4;3161131931f0;f843f252bc2f;8036bd3f9e30;350d0f481cb0;55836b149618;f9b5ad386588;e49cdbd4a5f2;f9d2ac06a511;e06285710498;f43651c18068;271250f56f5b,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,44,44,wait,,0,0,0,0,0,0,0,0.0,0.0,17.5,0.0,0.0,,,,,,,,,,,{},[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,44,44,wait,daily_rest_guard,0,0,0,0,0,0,0,0.0,0.0,17.5,0.0,0.0,,0.0,0.0,True,False,False,False,False,False,,{},{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,45,45,take_order,,100,10,100,24,22,68,51,0.45,1240.31,17.92,1255.31,41.72,,,,,,,,,,,"{""filter_load_window_unreachable"":43,""filter_not_online"":8,""filter_remove_slack_too_short"":25,""rest_window_overlap"":6,""severe_negative_net"":1}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,46,46,wait,,100,10,100,60,56,36,31,0.18,2029.07,18.64,2044.07,79.1,,,,,,,,,,,"{""filter_load_window_unreachable"":27,""filter_not_online"":4,""filter_remove_slack_too_short"":9,""rest_window_overlap"":60}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,46,46,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,60,56,36,31,0.18,2029.07,18.64,2044.07,79.1,8351e0269643,-30813.81,0.0,False,False,False,False,False,False,8351e0269643;0f15931d4400;ef94e1df6c9a;7586d3aa5256;6012540f8b70;8e181fad365a;7fb49a3f7f7a;f81a59d11a08;a5c872917c51;60b6936ccd92;f488129e400a;7bcf54d797fd;7ed8fac7067c;dc739273d34a;cd0bf93ac757;f399e33b08dc;d4031a81e38b;775514723766;fc225d152c26;17359f60754f,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,47,47,wait,,100,10,100,65,60,33,30,0.17,2029.07,18.8,2044.07,74.6,,,,,,,,,,,"{""filter_load_window_unreachable"":28,""filter_not_online"":2,""filter_remove_slack_too_short"":5,""rest_window_overlap"":65}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,47,47,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,65,60,33,30,0.17,2029.07,18.8,2044.07,74.6,0f15931d4400,-34366.5,0.0,False,False,False,False,False,False,0f15931d4400;a5c872917c51;7586d3aa5256;6012540f8b70;f81a59d11a08;bab83eb1b746;abbfbf1b0816;f488129e400a;3c1396127a31;7ed8fac7067c;cd0bf93ac757;f399e33b08dc;d4031a81e38b;60b6936ccd92;43eb8dbddce6;775514723766;fc225d152c26;8f192381bfdc;7b2f85948f53;e1f69a88f573,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,48,48,wait,,0,0,0,0,0,0,0,0.0,0.0,18.95,0.0,0.0,,,,,,,,,,,{},[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,48,48,wait,daily_rest_guard,0,0,0,0,0,0,0,0.0,0.0,18.95,0.0,0.0,,0.0,0.0,True,False,False,False,False,False,,{},{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,49,49,take_order,,100,10,100,47,44,46,35,0.23,832.82,19.37,847.82,66.38,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":28,""filter_not_online"":7,""filter_remove_slack_too_short"":18,""rest_window_overlap"":10,""severe_negative_net"":1}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,50,50,wait,,100,10,100,41,39,59,47,0.26,648.09,20.03,663.09,41.61,,,,,,,,,,,"{""filter_load_window_unreachable"":47,""filter_remove_slack_too_short"":12,""rest_window_overlap"":41}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,50,50,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,41,39,59,47,0.26,648.09,20.03,663.09,41.61,1052c205dff7,-16444.26,0.0,False,False,False,False,False,False,1052c205dff7;904219b5089c;3e1cf002d4e4;4e22bf929731;a6a3e607135f;9d7c21476ac8;526f217bb18b;017ea73cca7c;72bb4ebc50d9;5d6410490ad8;6b17861b9440;53f4abd9fba4;a9686f513af4;7409d853603a;6fdaed100630;d4619ad5db7b;90aee08ee88a;3f633e75ea94;2e30fc878430;6deeefaecb1a,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,51,51,wait,,100,10,100,47,45,53,48,0.22,626.57,20.19,641.57,38.08,,,,,,,,,,,"{""filter_load_window_unreachable"":48,""filter_remove_slack_too_short"":5,""rest_window_overlap"":47}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,51,51,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,47,45,53,48,0.22,626.57,20.19,641.57,38.08,3871f81af9a2,-27433.53,0.0,False,False,False,False,False,False,3871f81af9a2;1052c205dff7;3e1cf002d4e4;b92963d2f212;c605f556230b;71eec718810e;29c62cd8cac6;4e22bf929731;72bb4ebc50d9;5d6410490ad8;6b17861b9440;fb7450fc0737;4bf4497d7a77;2cec8079461a;a9686f513af4;7409d853603a;6fdaed100630;d4619ad5db7b;7415c279cfb9;3f633e75ea94,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,52,52,wait,,0,0,0,0,0,0,0,0.0,0.0,20.34,0.0,0.0,,,,,,,,,,,{},[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,52,52,wait,daily_rest_guard,0,0,0,0,0,0,0,0.0,0.0,20.34,0.0,0.0,,0.0,0.0,True,False,False,False,False,False,,{},{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,53,53,take_order,,100,10,100,35,34,62,33,0.29,1045.54,20.83,1060.54,99.77,,,,,,,,,,,"{""filter_load_window_unreachable"":30,""filter_not_online"":3,""filter_remove_slack_too_short"":32,""rest_window_overlap"":8}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,54,54,wait,,100,10,100,35,29,61,54,0.34,644.79,21.46,659.79,43.91,,,,,,,,,,,"{""filter_load_window_unreachable"":50,""filter_not_online"":4,""filter_remove_slack_too_short"":11,""rest_window_overlap"":35}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,54,54,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,35,29,61,54,0.34,644.79,21.46,659.79,43.91,c9e39440d6e3,-24655.27,0.0,False,False,False,False,False,False,c9e39440d6e3;d0a47a816503;a28c07024fcf;ab61340a2b34;3dcd33afb3db;a77016e243f8;2fc290cafd08;26410b1261b0;7d8283922074;33cd7cf21ac0;0ebec47c2bb2;f79daf5c32d2;eecfba48331a;3c092a3ae1b4;a669c10672dd;46c48ee4c27e;0d45c486fe54;25363455f632;7ce70bb525f0;cd16cb6ee929,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,55,55,wait,,100,10,100,40,31,59,57,0.32,617.93,21.62,632.93,43.91,,,,,,,,,,,"{""filter_load_window_unreachable"":56,""filter_not_online"":1,""filter_remove_slack_too_short"":3,""rest_window_overlap"":40}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,55,55,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,40,31,59,57,0.32,617.93,21.62,632.93,43.91,a28c07024fcf,-34402.58,0.0,False,False,False,False,False,False,a28c07024fcf;ab61340a2b34;c9e39440d6e3;83e5d65d0c5a;3dcd33afb3db;2fc290cafd08;26410b1261b0;eecfba48331a;a2f2504a59a9;3c092a3ae1b4;46c48ee4c27e;a669c10672dd;f1f03ac87de8;0d45c486fe54;0ebec47c2bb2;f79daf5c32d2;7ce70bb525f0;bfda32c9a3ff;cd16cb6ee929;f86e9f0f50d2,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,56,56,wait,,0,0,0,0,0,0,0,0.0,0.0,21.77,0.0,0.0,,,,,,,,,,,{},[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,56,56,wait,periodic_full_rest_guard,0,0,0,0,0,0,0,0.0,0.0,21.77,0.0,0.0,,0.0,0.0,True,True,False,False,False,False,,{},{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,57,57,wait,,0,0,0,0,0,0,0,0.0,0.0,23.17,0.0,0.0,,,,,,,,,,,{},[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,57,57,wait,daily_rest_guard,0,0,0,0,0,0,0,0.0,0.0,23.17,0.0,0.0,,0.0,0.0,True,False,False,False,False,False,,{},{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,58,58,take_order,,100,10,100,35,26,61,51,0.38,858.99,23.73,873.99,66.63,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":47,""filter_not_online"":4,""filter_remove_slack_too_short"":14,""rest_window_overlap"":11,""severe_negative_net"":4}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,59,59,wait,,100,10,100,36,32,60,56,0.31,970.14,24.53,985.14,40.42,,,,,,,,,,,"{""filter_load_window_unreachable"":52,""filter_not_online"":4,""filter_remove_slack_too_short"":8,""rest_window_overlap"":36}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,59,59,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,36,32,60,56,0.31,970.14,24.53,985.14,40.42,9ba15be196a5,-34538.81,0.0,False,False,False,False,False,False,9ba15be196a5;5fb9dab1d871;a59eaf36a590;313d74a4d36e;64fb7d7d74a7;1e4e822b2bcf;433e4210ecdf;8b295d24b4f0;f9f693cd499f;1f8837d7f2a3;e86a5192b55a;2b09761262ce;9c39b3b7d54a;e424812e2616;13ffe064ff48;da42f413f9dd;06193e8f917e;2c28b34126b7;9924c9ba5a27;f875306a85d3,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,60,60,wait,,0,0,0,0,0,0,0,0.0,0.0,24.68,0.0,0.0,,,,,,,,,,,{},[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,60,60,wait,daily_rest_guard,0,0,0,0,0,0,0,0.0,0.0,24.68,0.0,0.0,,0.0,0.0,True,False,False,False,False,False,,{},{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,61,61,take_order,,100,10,100,29,28,66,55,0.36,702.44,25.18,717.44,62.06,,,,,,,,,,,"{""filter_load_window_unreachable"":50,""filter_not_online"":5,""filter_remove_slack_too_short"":16,""rest_window_overlap"":14}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,62,62,wait,,100,10,100,38,26,59,57,0.38,512.85,25.83,527.85,45.23,,,,,,,,,,,"{""filter_load_window_unreachable"":54,""filter_not_online"":3,""filter_remove_slack_too_short"":5,""rest_window_overlap"":38}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,62,62,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,38,26,59,57,0.38,512.85,25.83,527.85,45.23,f1844149d026,-34257.72,0.0,False,False,False,False,False,False,f1844149d026;690c107cfd90;dc1721d4c918;6c13aefe3602;641236298745;db4328502577;e0b4f1e99758;4aa5528244b9;d39a0b5de72a;209cd97369ef;9b13e97bd457;042f7dd56c9f;e8b0b4fb20a3;08043a3b3773;6f54a518db35;792a97a32f20;07e82195fa63;3dccdbcb5f1a;4a68d84ef1b9;8a79a9bf8bcb,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,63,63,wait,,100,10,100,36,24,61,58,0.42,769.4,25.99,784.4,45.23,,,,,,,,,,,"{""filter_load_window_unreachable"":55,""filter_not_online"":3,""filter_remove_slack_too_short"":6,""rest_window_overlap"":36}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,63,63,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,36,24,61,58,0.42,769.4,25.99,784.4,45.23,f1844149d026,-34228.05,0.0,False,False,False,False,False,False,f1844149d026;4de4aadb2730;690c107cfd90;db4328502577;dc1721d4c918;0d225211a9c8;641236298745;4aa5528244b9;63cd1b3bf8ed;e0b4f1e99758;d46c1b405aba;df73c2e3fc2b;042f7dd56c9f;08043a3b3773;83ccb7ca125b;792a97a32f20;13e705cc075c;3dccdbcb5f1a;4a68d84ef1b9;8a79a9bf8bcb,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,64,64,wait,,0,0,0,0,0,0,0,0.0,0.0,26.14,0.0,0.0,,,,,,,,,,,{},[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,64,64,wait,daily_rest_guard,0,0,0,0,0,0,0,0.0,0.0,26.14,0.0,0.0,,0.0,0.0,True,False,False,False,False,False,,{},{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,65,65,take_order,,100,10,100,31,23,59,56,0.43,1071.92,26.63,1086.92,57.89,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_load_window_unreachable"":46,""filter_not_online"":10,""filter_remove_slack_too_short"":13,""rest_window_overlap"":8}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,66,66,wait,,100,10,100,28,24,69,59,0.42,348.24,27.32,363.24,45.73,,,,,,,,,,,"{""filter_load_window_unreachable"":56,""filter_not_online"":3,""filter_remove_slack_too_short"":13,""rest_window_overlap"":28}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,66,66,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,28,24,69,59,0.42,348.24,27.32,363.24,45.73,bb495b09838f,-10657.33,0.0,False,False,False,False,False,False,bb495b09838f;8ecd716a5a8a;0bc114e27928;2fde6c290c6d;ccf46aea883b;9fa385f6e035;a1aa8d1d6758;e39b6806c224;6d4e3ecc90ba;4e33f73d946f;7560a5a17db8;6592201205df;c8a6e3a76130;892742854fae;e9481f703d36;146c70c6ee78;7785344a51e1;2b2dd68b800c;20a167a7de4b;c4b726aee4c1,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,67,67,wait,,100,10,100,37,35,62,57,0.29,970.76,27.48,985.76,40.74,,,,,,,,,,,"{""filter_load_window_unreachable"":56,""filter_not_online"":1,""filter_remove_slack_too_short"":6,""rest_window_overlap"":37}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,67,67,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,37,35,62,57,0.29,970.76,27.48,985.76,40.74,9fa385f6e035,-34431.15,0.0,False,False,False,False,False,False,9fa385f6e035;a8a076ddd123;a3e036ea4045;a1aa8d1d6758;5c11073e59e6;ccf46aea883b;4e33f73d946f;0bc114e27928;2fde6c290c6d;2b4763333fa3;de840ff77038;f94201b84240;2e20df654641;c5b88d2300a8;ab168327bf09;e9481f703d36;146c70c6ee78;561c309ecf62;581e8a43ddf2;20a167a7de4b,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,68,68,wait,,0,0,0,0,0,0,0,0.0,0.0,27.63,0.0,0.0,,,,,,,,,,,{},[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,68,68,wait,daily_rest_guard,0,0,0,0,0,0,0,0.0,0.0,27.63,0.0,0.0,,0.0,0.0,True,False,False,False,False,False,,{},{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,69,69,take_order,,100,10,100,20,17,68,57,0.59,408.21,28.08,423.21,47.58,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":45,""filter_not_online"":12,""filter_remove_slack_too_short"":23,""rest_window_overlap"":1,""severe_negative_net"":1}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,70,70,take_order,,100,10,100,34,34,54,48,0.29,801.01,28.43,816.01,69.35,,,,,,,,,,,"{""filter_load_window_unreachable"":36,""filter_not_online"":12,""filter_remove_slack_too_short"":18,""rest_window_overlap"":21}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,71,71,take_order,,100,10,100,40,38,50,48,0.26,791.9,28.64,806.9,60.3,,,,,,,,,,,"{""filter_load_window_unreachable"":38,""filter_not_online"":10,""filter_remove_slack_too_short"":12,""rest_window_overlap"":36}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,72,72,wait,,100,10,100,41,39,58,52,0.26,645.9,28.89,660.9,48.93,,,,,,,,,,,"{""filter_load_window_unreachable"":51,""filter_not_online"":1,""filter_remove_slack_too_short"":7,""rest_window_overlap"":41}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,72,72,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,41,39,58,52,0.26,645.9,28.89,660.9,48.93,aec3e95ee71b,-26448.7,0.0,False,False,False,False,False,False,aec3e95ee71b;d8909b721d56;0c318141358a;ea7bedf8e95f;4b82fcfee37a;94fc929ba973;ba43b2db1805;e478ffd1a0dd;05fce0f6be9e;67a7d0ed056b;4247480d462d;b1236e848994;186c6b1cbeab;74676b1120f7;75e3d2c2b337;9a96e3087744;56702f566a9d;fbdba9de29ce;4d7370f8aa2b;3591a64a5835,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,73,73,wait,,0,0,0,0,0,0,0,0.0,0.0,29.04,0.0,0.0,,,,,,,,,,,{},[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,73,73,wait,daily_rest_guard,0,0,0,0,0,0,0,0.0,0.0,29.04,0.0,0.0,,0.0,0.0,True,False,False,False,False,False,,{},{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,74,74,take_order,,100,10,100,19,16,71,60,0.62,645.9,29.54,660.9,65.07,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":50,""filter_not_online"":10,""filter_remove_slack_too_short"":21,""rest_window_overlap"":3,""severe_negative_net"":1}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,75,75,take_order,,100,10,100,32,31,61,45,0.32,1032.23,29.98,1047.23,69.04,,,,,,,,,,,"{""filter_load_window_unreachable"":38,""filter_not_online"":7,""filter_remove_slack_too_short"":23,""rest_window_overlap"":24}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,76,76,wait,,100,10,100,39,37,58,59,0.27,782.59,30.44,797.59,50.53,,,,,,,,,,,"{""filter_load_window_unreachable"":56,""filter_not_online"":3,""filter_remove_slack_too_short"":2,""rest_window_overlap"":39}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,76,76,wait,daily_rest_guard,100,10,100,39,37,58,59,0.27,782.59,30.44,797.59,50.53,fe8331c53622,-34255.02,0.0,True,False,False,False,False,False,fe8331c53622;75004cf4372d;757afe9fc859;58baaf4a3fb9;73c43be12c5f;cf1856bb2328;4948f5bd4b3d;81fb09d9f820;6494cd002424;aa9b783948c0;13aaaf03bc5a;609051accc5e;56d1bf3a10c1;d9f946f4f51e;5b965737b8f6;d625d3d92e65;a609101c2d95;e68aea645394;144fb9d795dd;307550052ca6,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,77,77,take_order,,100,10,100,30,29,59,57,0.34,736.87,30.99,751.87,50.53,,,,,,,,,,,"{""filter_load_window_unreachable"":46,""filter_not_online"":11,""filter_remove_slack_too_short"":13,""rest_window_overlap"":10}",[],1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,78,78,wait,,100,10,100,38,33,59,52,0.3,1263.08,31.59,1278.08,54.29,,,,,,,,,,,"{""filter_load_window_unreachable"":49,""filter_not_online"":3,""filter_remove_slack_too_short"":10,""rest_window_overlap"":38}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,78,78,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,38,33,59,52,0.3,1263.08,31.59,1278.08,54.29,36fbb3e124c2,-19838.95,0.0,False,False,False,False,False,False,36fbb3e124c2;cec72200d5d6;24638cc94b61;60d5fc6c3953;2a2d96a52ea0;b4b25427895f;716d3bf48829;0940b7198746;fab6824f81fc;feb861929cb2;7c05f92e996e;3f8ec1a3188a;c0237620b3dc;4559422c31d9;aaff7f9422e9;4f6565b4cd0e;ddbacab9f732;67ffded1d536;ecac1dfc642b;64ceec12f7ff,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,79,79,wait,,100,10,100,39,34,57,52,0.29,1014.2,31.75,1029.2,45.46,,,,,,,,,,,"{""filter_load_window_unreachable"":48,""filter_not_online"":4,""filter_remove_slack_too_short"":9,""rest_window_overlap"":39}",[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,79,79,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,39,34,57,52,0.29,1014.2,31.75,1029.2,45.46,cec72200d5d6,-24405.28,0.0,False,False,False,False,False,False,cec72200d5d6;3f8ec1a3188a;24638cc94b61;c0237620b3dc;4559422c31d9;2a2d96a52ea0;ddbacab9f732;716d3bf48829;60d5fc6c3953;aaff7f9422e9;4f6565b4cd0e;f8c0b2c5303b;22a1b55e9376;d432a4970b46;5834e3cb71a6;64ceec12f7ff;8d9c549c66e0;8865f60ac6a1;da79aa59c5cf;0466cd9ef003,"{""rest_window_overlap"":20}",{},1
query,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,80,80,wait,,0,0,0,0,0,0,0,0.0,0.0,31.9,0.0,0.0,,,,,,,,,,,{},[],1
wait,runs/next_build/20260509/calendar_rest_only,20260509_reference,e7a52d984e7e,50f1179497f6,80,80,wait,daily_rest_guard,0,0,0,0,0,0,0,0.0,0.0,31.9,0.0,0.0,,0.0,0.0,True,False,False,False,False,False,,{},{},1
